addr:street,building,name,name:kn,addr:housenumber,addr:city,addr:postcode,name:en,nodes,building:levels,building:material,alt_name,shop,amenity,government,office,roof:levels,addr:housename,addr:suburb,organic,payment:credit_cards,payment:debit_cards,website,addr:country,branch,brand,brand:wikidata,email,phone,note,addr:district,addr:full,addr:state,source,nohousenumber,religion,layer,brand:ks,brand:pa,brand:ur,brand:wikipedia,cuisine,name:ks,name:pa,name:ur,takeaway,tourism,fixme,opening_hours,landuse,check_date,operator,dog,internet_access,pets,roof:shape,short_name,healthcare,air_conditioning,not:brand:wikidata,payment:cash,payment:contactless,building:levels:underground,construction,height,ways,type,building_category,area_sqm,levels,estimated_floor_area_sqm,height_meters,has_address,longitude,latitude
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703529, 3535703510, 3535703479, 3535703500, 3535703529]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,92.28811866607472,,92.28811866607472,,False,77.63073075671365,12.932009067558282
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703533, 3535703512, 3535703470, 3535703489, 3535703533]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,126.74969580367573,,126.74969580367573,,False,77.6315502567574,12.932001035624559
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702545, 3535702537, 3535702471, 3535702483, 3535702545]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,123.99461253747795,,123.99461253747795,,False,77.63096940000001,12.930341850000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703722, 3535703711, 3535703587, 3535703699, 3535703722]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,109.29069797730082,,109.29069797730082,,False,77.63080115532156,12.932310167761932
nan,apartments,nan,nan,nan,nan,nan,nan,"[3535701296, 3601923906, 3601923903, 3601923904, 3601923900, 3601923899, 3601923901, 3601923902, 3601923905, 3535701269, 3535701239, 3535701251, 3535701296]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,2597.8719351785576,,2597.8719351785576,,False,77.62940335759316,12.927941703774925
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703734, 3535703726, 3535703710, 3535703719, 3535703734]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,55.19222753045709,,55.19222753045709,,False,77.63049191709274,12.932370395551942
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702686, 3535702662, 3535702626, 3535702648, 3535702686]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,165.77990164168992,,165.77990164168992,,False,77.6299654,12.930732899999999
nan,yes,nan,nan,105,nan,nan,nan,"[3535701702, 3535701697, 3535701563, 3535701572, 3535701702]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,99.14520459640458,,99.14520459640458,,True,77.62983057848366,12.928698759460564
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703131, 3535703097, 3535703067, 3535703107, 3535703131]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,93.73424673071855,,93.73424673071855,,False,77.6319491610808,12.93134331568223
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703397, 3535703274, 3535703250, 3535703271, 3535703397]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,69.33031267857899,,69.33031267857899,,False,77.63073526725903,12.931704548814073
nan,yes,nan,nan,66,nan,nan,nan,"[3535701787, 3535701776, 3535701746, 3535701758, 3535701787]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,78.28435178765397,,78.28435178765397,,True,77.6308767,12.92893815
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703044, 3535703013, 3535702877, 3535703005, 3535703044]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,101.59542535610538,,101.59542535610538,,False,77.63129158290185,12.931199401008694
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703478, 3535703461, 3535703431, 3535703453, 3535703478]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,96.42092145076947,,96.42092145076947,,False,77.63049395558488,12.931889767735079
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702546, 3535702535, 3535702453, 3535702466, 3535702546]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,283.71467451626813,,283.71467451626813,,False,77.62994630000001,12.9303234
nan,detached,nan,nan,nan,nan,nan,nan,"[3535703191, 3535703161, 3535703120, 3535703152, 3535703191]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,159.31435517340879,,159.31435517340879,,False,77.63116876721085,12.931459948936462
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703902, 3535703899, 3535703791, 3535703896, 3535703902]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,166.69293761053711,,166.69293761053711,,False,77.63050373374345,12.933012452365404
nan,yes,nan,nan,165,nan,nan,nan,"[3535701592, 3535701590, 3535701561, 3535701565, 3535701592]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,89.2414891760324,,89.2414891760324,,True,77.62938165,12.9286797
nan,yes,nan,nan,26,nan,nan,nan,"[3535702110, 3535702108, 3535702063, 3535702071, 3535702110]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,95.20560788713453,,95.20560788713453,,True,77.63024285000002,12.9294293
nan,yes,nan,nan,nan,nan,nan,nan,"[3535701072, 3535701073, 3535701062, 3535701061, 3535701072]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,159.5592748366683,,159.5592748366683,,False,77.63277462543377,12.92667489420933
nan,apartments,Block 3 (back),nan,nan,nan,nan,nan,"[3535701250, 3535701246, 3535701232, 3535701234, 3535701250]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,403.49098609537083,,403.49098609537083,,False,77.63009689999998,12.927698750000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3535700617, 3535700618, 3535700598, 3535700597, 3535700617]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,300.60478095358377,,300.60478095358377,,False,77.6324153,12.925015499999999
Sarjapura Road,apartments,Floriana Estate B,nan,53/1,Bengaluru,560034,nan,"[3535700639, 3535700689, 3535700690, 11821872718, 11821872672, 11821872671, 11821872694, 11821872693, 11821872692, 11821872691, 11821872690, 11821872689, 11821872688, 11821872687, 11821872686, 11821872685, 11821872684, 11821872683, 11821872682, 11821872681, 11821872680, 11821872679, 11821872678, 11821872677, 11821872676, 11821872675, 11821872674, 11821872673, 3535700639]",8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,729.6865941875132,8.0,5837.492753500105,,True,77.63072665881234,12.925508807698884
8th A Main Road,detached,nan,nan,740,nan,nan,nan,"[3535703242, 3535703202, 3535703164, 3535703197, 3535703242]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,179.13648058609456,,179.13648058609456,,True,77.63122185828009,12.931547017199836
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702679, 3535702660, 3535702628, 3535702638, 3535702679]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,115.50800527602473,,115.50800527602473,,False,77.63032255,12.930717899999998
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702800, 3535702771, 3535702739, 3535702765, 3535702800]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,84.4389903302373,,84.4389903302373,,False,77.63026633277818,12.930978901172221
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702884, 3535702841, 3535702801, 3535702840, 3535702884]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,83.26294034916614,,83.26294034916614,,False,77.63011854999999,12.931092549999997
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702776, 3535702742, 3535702710, 3535702738, 3535702776]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,108.72038740070708,,108.72038740070708,,False,77.63167143303293,12.930923550661147
nan,yes,nan,nan,173,nan,nan,nan,"[3535702074, 3535702069, 3535702035, 3535702036, 3535702074]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,110.4804299612673,,110.4804299612673,,True,77.6294750712723,12.929339295403592
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703434, 3535703412, 3535703286, 3535703405, 3535703434]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,60.968064348011794,,60.968064348011794,,False,77.63077164375566,12.931785632352865
nan,yes,nan,nan,62,nan,nan,nan,"[3535701829, 3535701822, 3535701779, 3535701788, 3535701829]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,91.20272542681383,,91.20272542681383,,True,77.63061588410602,12.929024331679845
nan,yes,nan,nan,nan,nan,nan,nan,"[3535701210, 3535701209, 3535701206, 3535701208, 3535701210]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,372.3298069485091,,372.3298069485091,,False,77.62921685,12.92707345
nan,yes,nan,nan,38/A,nan,nan,nan,"[3535702075, 3535702066, 3535702024, 3535702029, 3535702075]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,71.11125912090344,,71.11125912090344,,True,77.62974865000001,12.92933755
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702808, 3535702777, 3535702747, 3535702780, 3535702808]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,94.19800065332477,,94.19800065332477,,False,77.63131271647394,12.930989750361094
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703488, 3535703472, 3535703449, 3535703465, 3535703488]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,67.54153771182227,,67.54153771182227,,False,77.63101776776439,12.931918646762016
nan,yes,nan,nan,nan,nan,nan,nan,"[3535700818, 3535700820, 3535700804, 3535700803, 3535700818]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,255.6358297431516,,255.6358297431516,,False,77.6332649,12.9257514
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702410, 3535702404, 3535702266, 3535702270, 3535702410]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,135.05158500182205,,135.05158500182205,,False,77.63023919566035,12.930024228404152
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702590, 3535702571, 3535702551, 3535702569, 3535702590]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,91.92180529764289,,91.92180529764289,,False,77.63267931267806,12.930488283898999
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703701, 3535703589, 3535703569, 3535703586, 3535703701]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,83.84405822082655,,83.84405822082655,,False,77.6305185831729,12.932246650444295
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703258, 3535703228, 3535703194, 3535703230, 3535703258]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,115.0909552680252,,115.0909552680252,,False,77.6320692,12.931602300000002
nan,yes,nan,nan,157,nan,nan,nan,"[3535701722, 3535701718, 3535701591, 3535701695, 3535701722]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,150.15917678838161,,150.15917678838161,,True,77.62923577385571,12.928768994646228
nan,yes,nan,nan,nan,nan,nan,nan,"[3535700691, 3535700692, 3535700674, 3535700673, 3535700691]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,143.6275890299299,,143.6275890299299,,False,77.63284057514231,12.92557334284422
nan,yes,nan,nan,nan,nan,nan,nan,"[12441727780, 3535701092, 3535701078, 3535701077, 12441727780]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,173.2893103094797,,173.2893103094797,,False,77.63277978796775,12.92678777456795
nan,yes,nan,nan,144,nan,nan,nan,"[3535701336, 3535701333, 3535701302, 3535701306, 3535701336]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,69.55130800157106,,69.55130800157106,,True,77.62991383363864,12.928239232597418
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702724, 3535702695, 3535702677, 3535702703, 3535702724]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,96.88794149015513,,96.88794149015513,,False,77.63106915,12.93084555
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702460, 3535702456, 3535702418, 3535702423, 3535702460]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,110.91489403522506,,110.91489403522506,,False,77.63172094499508,12.93018357825798
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702630, 3535702617, 3535702585, 3535702595, 3535702630]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,112.09797646109487,,112.09797646109487,,False,77.63027441901347,12.930596494218277
nan,yes,nan,nan,nan,nan,nan,nan,"[3535702640, 3535702624, 3535702600, 3535702616, 3535702640]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,82.86559851140176,,82.86559851140176,,False,77.63150242166948,12.930633014271768
nan,yes,nan,nan,29,nan,nan,nan,"[3535702088, 3535702085, 3535702045, 3535702049, 3535702088]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GEPTIS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,87.34379672089042,,87.34379672089042,,True,77.6304920293208,12.929374959118615
nan,yes,nan,nan,nan,nan,nan,nan,"[3535703138, 3535703073, 3535703040, 3535703111, 3535703138]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,184.61030355025605,,184.61030355025605,,False,77.63230855590534,12.93131063304638
